Name,Code,Latitude,Longitude,Average Income
Longhoughton & Alnmouth,E02005702,55.439701,-1.649640,48000
Longlands & Halfway,E02000089,51.436699,0.085300,66000
Longlevens,E02004636,51.878502,-2.214790,54300
Longport & Burslem Park,E02002959,53.044102,-2.200390,31000
"Longridge North, Ribchester & Chipping",E02005273,53.848202,-2.584270,46900
Longridge South,E02005275,53.826900,-2.601790,41600
Longsands,E02005256,53.791302,-2.685180,51600
Longside and Rattray,S02001338,57.543098,-1.899420,
Longsowerby & Caldewgate,E02003994,54.889900,-2.947010,34400
"Longstanton, Swavesey & Oakington",E02003777,52.281700,0.036519,63500
Longstone and Saughton,S02001588,55.924301,-3.261490,
Longthorpe & Netherton,E02003251,52.576599,-0.280550,53100
Longton & Walmer Bridge,E02005297,53.716400,-2.791330,45900
Longton East,E02002975,52.990002,-2.117780,39200
Longton West & Sandford Hill,E02002972,52.990501,-2.130350,30300
Longtown & Border,E02003987,55.014198,-2.903780,38600
Longview & Knowsley Park,E02001336,53.422901,-2.840810,29700
Longwell Green & Oldland Common,E02003121,51.439098,-2.487020,51800
"Longwick, Kimble & Lacey Green",E02003697,51.721699,-0.816883,62200
Longwood & Quarmby,E02002308,53.648102,-1.833550,38000
Lonsdale Avenue,E02000742,51.522701,0.053906,47100
Looe & Polperro,E02003904,50.353001,-4.462210,38700
Loose & Coxheath,E02005083,51.236801,0.502773,53000
Loose Valley & Boughton Monchelsea,E02005079,51.247398,0.528575,57900
Lordship Lane & Broadwater Farm,E02000409,51.594101,-0.086877,44800
Lordswood,E02003351,51.336800,0.541878,46300
Lossiemouth East and Seatown,S02002090,57.719601,-3.285990,
Lossiemouth West,S02002091,57.715099,-3.298470,
Lostock & Ladybridge,E02001003,53.573299,-2.482570,50500
Lostock & Stretford Meadows,E02001266,53.449902,-2.328050,37500
Lostock & Wincham,E02003878,53.252998,-2.443110,46300
Lostock Hall,E02005295,53.728001,-2.686560,44500
Lostwithiel & Penwithick,E02003957,50.395699,-4.730340,40100
Loudwater & Wooburn Green,E02003714,51.595402,-0.688382,56900
Loughborough - Outwoods,E02005354,52.753700,-1.223630,53200
Loughborough - Shelthorpe & Woodthorpe,E02005353,52.762199,-1.204300,41200
Loughborough - University,E02005351,52.765598,-1.234810,35900
Loughborough Dishley & Hathern,E02005345,52.785198,-1.244200,43900
Loughborough Garendon,E02005348,52.771900,-1.244440,42500
Loughborough Lemyngton & Hastings,E02005346,52.775799,-1.204580,34500
Loughborough Road,E02000626,51.470001,-0.103578,45300
Loughborough Storer & Queen's Park,E02005347,52.774101,-1.217960,34000
Loughor,W02000174,51.663200,-4.050400,38400
Loughton,E02003478,52.029301,-0.786832,62300
Loughton East,E02004537,51.649300,0.084910,47400
Loughton North,E02004538,51.651299,0.060624,61800
Loughton South,E02004539,51.642502,0.068966,56100
Loughton West,E02004540,51.641800,0.049656,67600
Loundsley Green & Holme Hall,E02004062,53.246799,-1.462830,38200
Louth Central & South,E02005427,53.365898,-0.004044,34200
Louth North & East,E02005426,53.370899,0.004631,34200
Low Blantyre and Bardykes,S02002393,55.802799,-4.103860,
Low Fell East,E02001697,54.938301,-1.591380,45200
Low Fell West,E02001701,54.931599,-1.599930,45500
Low Hill,E02002155,52.611401,-2.115800,34000
Low Moor,E02002242,53.755798,-1.758320,37400
Low Waters,S02002382,55.759701,-4.043490,
"Lowdham, Bleasby & Gunthorpe",E02005905,53.017200,-0.994926,52900
Lower Bebington & Bromborough Pool,E02001502,53.348301,-2.992090,41400
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",S02002041,55.945702,-4.794620,
Lower Caversham,E02003392,51.467300,-0.962747,61500
Lower Clapton,E02000355,51.556099,-0.050759,58300
Lower Earley North,E02003446,51.434898,-0.928685,74800
Lower Earley South,E02003449,51.426300,-0.918090,67500
Lower Easton,E02006890,51.468700,-2.559810,42300
Lower Edmonton North,E02000299,51.631901,-0.053429,43600
Lower Edmonton South,E02000301,51.626301,-0.048503,42300
Lower Feltham,E02000552,51.438301,-0.420352,56300
Lower Gornal & The Straits,E02002007,52.520199,-2.135590,37400
Lower Holloway,E02000564,51.551899,-0.113840,68700
Lower Irlam & Cadishead,E02001186,53.433601,-2.435780,40100
Lower Morden,E02000713,51.386299,-0.220794,63700
Lower Penarth & Sully,W02000244,51.418098,-3.195130,45800
Lower Penwortham North,E02005291,53.738899,-2.707770,43400
Lower Penwortham South,E02005292,53.734699,-2.715480,37700
Lower Quinton & Ettington,E02006517,52.120998,-1.683140,50400
Lower Stannington,E02001635,53.391602,-1.530410,35500
Lower Stoke & Gosford Park,E02001985,52.406200,-1.493190,33700
Lower Stratton,E02003220,51.577301,-1.748760,50200
Lower Sydenham,E02000687,51.425800,-0.048121,55700
Lower Tuffley,E02004648,51.831402,-2.261190,39300
Lower Whitecraigs and South Giffnock,S02001573,55.796001,-4.298450,
Lower Wick & Bromwich Road,E02006745,52.181599,-2.241550,44700
Lowestoft Central,E02006305,52.479000,1.748130,30300
Lowestoft Harbour & Kirkley,E02006308,52.472500,1.747980,30600
Lowford,E02004724,50.891800,-1.317990,53600
Lowton,E02001325,53.474899,-2.579340,46700
Lowton Common,E02001326,53.473999,-2.557750,41400
Loxford Park,E02000783,51.547699,0.078329,45800
Lozells East,E02001867,52.501202,-1.898070,31000
Lozells West,E02001866,52.503201,-1.911580,30900
Ludlow Town,E02006045,52.369701,-2.709520,37600
"Lugwardine, Withington & Moreton on Lugg",E02002912,52.095798,-2.667470,49900
Lunan,S02001356,56.673500,-2.498730,
Luncarty and Dunkeld,S02002251,56.484699,-3.554070,
Lundwood,E02001519,53.562599,-1.436970,34500
Lupset,E02002463,53.675098,-1.533800,34800
Luton,E02003333,51.372799,0.542892,41900
Lutterworth,E02005376,52.461899,-1.204070,44500
"Lydbrook, Newland & St Briavels",E02004631,51.795399,-2.622040,49400
Lydd & Dungeness,E02005114,50.950001,0.922917,35700
Lydiard Millicent & Purton,E02006646,51.585701,-1.865200,56500
Lydney,E02004634,51.722401,-2.534120,41000
Lye & Wynall,E02002036,52.454498,-2.114840,33600
"Lyme Regis, Charmouth & Marshwood Vale",E02004273,50.748299,-2.913030,40300
"Lyminge, Densole & Elham",E02005102,51.149200,1.094620,48400
Lymington North & West,E02004797,50.759899,-1.557390,45300
Lymington Town & Boldre,E02004795,50.766800,-1.527420,47000
Lymm,E02002610,53.381199,-2.475040,54300
Lympne & Palmarsh,E02005110,51.078098,1.020900,46200
Lyndhurst & Minstead,E02004785,50.893398,-1.581370,54200
Lyndon Green,E02001898,52.465698,-1.794270,42800
Lyndon North,E02002090,52.450600,-1.796510,48200
Lyndon South,E02002092,52.441898,-1.791320,43700
Lynton & Combe Martin,E02004176,51.209202,-3.944130,39500
Lyppard Grange,E02006741,52.197899,-2.178840,55700
Lytham,E02005211,53.740101,-2.957230,46200
Mablethorpe,E02005428,53.353600,0.232341,25900
Macclesfield Bollinbrook,E02003869,53.261299,-2.139700,50000
Macclesfield East & Hurdsfield,E02003868,53.262402,-2.114320,42000
Macclesfield South & Lyme Green,E02003873,53.245602,-2.127510,37600
Macclesfield Tytherington,E02003866,53.276299,-2.128630,57600
Macclesfield Upton Priory & Greenside,E02003867,53.264999,-2.157300,46000
Macclesfield Weston,E02003871,53.253300,-2.154970,40300
Macduff,S02001327,57.668400,-2.492650,
Machars North,S02001410,54.906200,-4.706410,
Machars South,S02001411,54.791901,-4.461580,
Machen,W02000310,51.588402,-3.154180,39700
Machynlleth & Banwy,W02000100,52.613602,-3.737710,35300
Mackworth,E02002804,52.926498,-1.521650,37800
Maddiston and Rumford,S02001726,55.973202,-3.701450,
Madeley,E02002949,52.639500,-2.447110,38100
Madeley & Betley,E02006170,53.010201,-2.347860,44600
Maendy,W02000357,51.589699,-2.974800,38100
Maesteg East,W02000219,51.607498,-3.654130,33200
"Maesteg West, Garth & Llangynwyd",W02000222,51.595001,-3.644960,36100
Maghull North East,E02001446,53.519001,-2.933070,44900
Maghull North West & Lydiate,E02001445,53.526402,-2.949630,42100
Maghull South East,E02001447,53.509201,-2.933060,42000
Maghull South West,E02001448,53.509800,-2.946840,44100
Magor & Rogiet,W02000346,51.583000,-2.813280,47300
Maida Hill,E02000964,51.526699,-0.197851,54200
Maida Vale,E02000965,51.526402,-0.191945,76500
Maidenbower East & Worth,E02006582,51.109402,-0.148374,76900
Maidenbower West & Furnace Green,E02006583,51.105900,-0.167274,58400
"Maidenhall, Stoke & Port",E02006256,52.044998,1.149990,40700
Maidenhead Central,E02003425,51.520599,-0.718352,62200
Maidenhead East,E02003424,51.525799,-0.709485,79400
Maidenhead Highway,E02003426,51.522701,-0.749149,76400
Maidstone West,E02005073,51.271198,0.512143,54900
Malden Manor,E02000609,51.391399,-0.259874,56600
Maldon North,E02004558,51.731602,0.679531,41200
Maldon South,E02004559,51.721100,0.673409,48300
Malin Bridge & Wisewood,E02001631,53.404400,-1.514490,42900
Malinslee,E02002944,52.669102,-2.460870,34600
"Malmesbury, Crudwell & Oaksey",E02006645,51.598499,-2.091720,52300
Malpas,W02000348,51.613602,-3.006570,39700
Maltby East,E02001597,53.422600,-1.193880,28600
Maltby West & Hellaby,E02001595,53.425800,-1.227030,40100
Malton & Norton,E02006870,54.135700,-0.793138,39400
Malvern Link,E02006713,52.128300,-2.314710,40800
Malvern Pickersleigh,E02006716,52.116001,-2.307800,36400
Malvern Wells & Priory,E02006719,52.106499,-2.328320,48000
Mandeville & Elm Farm,E02003670,51.801701,-0.800845,61500
Mangotsfield,E02003112,51.487801,-2.489470,44600
Mannamead & Hartley,E02003137,50.392200,-4.129990,55800
Manningham & Lister Park,E02002216,53.807899,-1.769090,28100
Manningtree & Mistley,E02004575,51.932899,1.079620,45800
Manor House,E02000665,51.455700,0.005494,60400
Manor Park,E02003408,51.524399,-0.619784,62600
Manor Park North,E02000716,51.552200,0.046545,50100
Manor Park South,E02000717,51.551300,0.047277,43000
Manor Royal & Northgate,E02006578,51.121201,-0.183545,60000
"Manor, Hornby & Peafields",E02005882,53.171200,-1.180470,38100
Mansfield Road & Park Hill Road,E02000171,51.552601,-0.158944,73100
Mansfield Town Centre & Broomhill,E02005887,53.145000,-1.200570,35600
"Manton, Clumber & Elkesley",E02005848,53.278599,-1.112350,40800
Mapperley & Porchester,E02005874,52.980801,-1.113010,46400
Mapperley Park,E02002882,52.972198,-1.145900,46400
Mapplewell & Staincross,E02001512,53.587898,-1.504310,38800
"Marazion, St Erth & Gwinear Gwithian",E02003946,50.147999,-5.421630,41900
March East,E02003748,52.548801,0.097104,38900
March North,E02003746,52.559601,0.084384,41700
March West,E02003750,52.547501,0.079911,40500
Marchmont East and Sciennes,S02001613,55.938099,-3.188220,
Marchmont West,S02001614,55.937000,-3.198330,
Marchwood & Dibden,E02004786,50.885700,-1.444790,48900
Marden,E02005085,51.188000,0.483930,54800
"Mareham, Sibsey & New Leake",E02005441,53.081001,-0.029869,36500
"Margaretting, Stock & Ramsden",E02004502,51.660099,0.459805,49400
Margate Town,E02005134,51.384300,1.379250,38400
Mark Hall & Templefields,E02004545,51.779900,0.119668,40700
"Market Bosworth, Barlestone & Sheepy Magna",E02005380,52.637699,-1.430250,45700
Market Deeping,E02005488,52.680199,-0.319072,41400
Market Drayton,E02006018,52.903900,-2.489900,39800
Market Harborough Central,E02005374,52.482101,-0.911175,36300
Market Harborough South & Little Bowden,E02005375,52.473499,-0.910981,46800
"Market Harborough West, Great Bowden & Lubenham",E02005373,52.481602,-0.934589,49000
Market Lavington & Bishops Cannings,E02006641,51.319500,-1.965470,53600
"Market Overton, Cottesmore & Empingham",E02002863,52.706501,-0.643149,50900
Market Rasen & Brookenby,E02005494,53.398899,-0.314512,36400
Market Warsop,E02005881,53.201900,-1.154980,33500
Market Weighton,E02002698,53.861698,-0.666105,45900
Markfield & Thornton,E02005377,52.679699,-1.298360,43400
Markhouse & St James Park,E02000912,51.575901,-0.028538,54600
Markinch and Star,S02001811,56.206600,-3.136160,
Marks Gate,E02000002,51.584999,0.135527,43600
Marks Tey & Wakes Colne,E02004515,51.894001,0.777615,53100
"Markyate, Flamstead & Gaddesden",E02004856,51.822899,-0.461205,55900
Marlborough,E02006635,51.419800,-1.731620,49800
Marlbrook & Lickey End,E02006703,52.355202,-2.037600,55300
"Marldon, Stoke Gabriel & Kingswear",E02004192,50.397099,-3.621300,47000
"Marlow Bottom, Danesfield & Well End",E02003715,51.586102,-0.773381,72200
Marlow East,E02003718,51.571899,-0.771458,62800
Marlow West & North,E02003717,51.573700,-0.780298,60700
Marple & Hawk Green,E02001215,53.389099,-2.061260,45300
Marple & Rose Hill,E02001206,53.395802,-2.071800,47500
Marple Bridge & Mellor,E02001203,53.401699,-2.043570,58400
Marsden,E02005251,53.831799,-2.199110,38500
Marsden & Pole Moor,E02002322,53.607899,-1.917940,41400
Marsh Barn & Widewater,E02006540,50.829201,-0.313418,37100
Marsh Farm,E02003260,51.917301,-0.456087,36700
"Marsh Gibbon, Steeple Claydon & Tingewick",E02003655,51.951500,-1.026350,56100
"Marsh, Haverbreaks & Scotforth West",E02005237,54.041599,-2.810510,44400
Marshalswick,E02004931,51.766998,-0.305239,60400
"Marshchapel, Somercotes & Grimoldby",E02005425,53.411098,0.091836,37400
Marshfield,W02000366,51.549099,-3.061740,51500
"Marshfield, Wick & Hawkesbury",E02003113,51.480701,-2.389360,51400
"Marshland, Walpole & Walton",E02005563,52.695801,0.220459,40200
Marshside,E02001430,53.663799,-2.963880,46000
Marske,E02002520,54.588501,-1.027340,39500
Marston,E02005943,51.767700,-1.237130,74000
Marston Green & Airport,E02002089,52.463200,-1.737290,44700
"Marston Moretaine, Lidlington & Woburn",E02003607,52.031601,-0.576241,56400
Martins Wood,E02004946,51.918201,-0.177667,45100
Martock,E02006083,50.974800,-2.766090,44700
Marton West,E02002512,54.526501,-1.199670,48000
Maryhill East,S02001947,55.896801,-4.283550,
Maryhill West,S02001948,55.892700,-4.291240,
Marylebone & Park Lane,E02000970,51.516399,-0.151292,88500
"Maryport, Dearham & Crosby",E02003968,54.714001,-3.480450,36800
Masbrough & Bradgate,E02001593,53.431499,-1.376210,28400
"Masham, Kirkby Malzeard & North Stainley",E02005761,54.178398,-1.646210,46800
Mastrick,S02001270,57.154499,-2.159440,
Matchborough & Park Farm,E02006729,52.290401,-1.897520,46200
Matlock North,E02004072,53.145699,-1.555100,44900
"Matlock South, Cromford & Winster",E02004073,53.134800,-1.564370,38500
Matson & Robinswood,E02004646,51.839901,-2.220440,39300
Mauchline,S02001480,55.515499,-4.379450,
Mauchline Rural,S02001478,55.483398,-4.373810,
Maxwell Park,S02001869,55.835499,-4.290140,
May Bank,E02006166,53.025299,-2.217970,43600
Mayals & Bishopston,W02000195,51.586498,-4.026530,49800
Maybole,S02002332,55.354801,-4.684510,
Maybury Hill & Pyrford South,E02006461,51.317799,-0.551465,75100
Maybush,E02003555,50.932701,-1.454940,46000
Mayesbrook Park & Rippleside,E02000018,51.537701,0.112797,41600
Mayfield,E02004803,51.306301,-0.764141,48800
Mayfield,S02002069,55.869900,-3.039340,
Mayfield & Wadhurst,E02004407,51.048801,0.305199,55400
"Mayfield, Rocester & Bramshall",E02006131,52.946201,-1.872890,45300
Mayford & Brookwood,E02006467,51.299999,-0.607444,83400
"Mayland, Althorne & Cold Norton",E02004561,51.671700,0.715231,47900
Maylands & Adeyfield,E02004868,51.762600,-0.440684,49600
Meadowbank and Abbeyhill North,S02001625,55.957901,-3.162680,
Meadowhead,E02002626,53.729198,-2.507940,33300
Meadows,E02006905,52.940899,-1.154320,35600
Meadows and Southside,S02001621,55.942299,-3.188620,
Meads,E02004367,50.759800,0.267544,44600
Meanwood,E02002360,53.831799,-1.565080,49400
Meanwood South & Sugarwell,E02002367,53.822899,-1.550020,31300
Mearns and Laurencekirk,S02001287,56.838100,-2.492250,
Mearns North and Inverbervie,S02001289,56.867901,-2.361240,
Mearns South and Benholm,S02001288,56.795399,-2.476630,
"Mearns Village, Westacres and Greenfarm",S02001562,55.773499,-4.337730,
Mearnskirk and South Kirkhill,S02001564,55.765400,-4.336800,
Measham & Appleby Magna,E02005408,52.696400,-1.507670,44200
Meersbrook,E02001663,53.352200,-1.480770,46000
Meir North,E02002978,52.980999,-2.096590,32200
Meir Park,E02002983,52.967499,-2.097300,45400
Meir South & Lightwood,E02002981,52.973701,-2.111950,37700
Melbourne,E02004490,51.749699,0.460728,40000
"Melbourne Park, Chignall & Pleshey",E02004487,51.764301,0.417993,46500
"Melbourne, Ticknall & Hartshorne",E02004123,52.818199,-1.443750,46400
"Meldreth, Melbourn & Great Chishill",E02003792,52.083099,0.035119,53500
Melksham North,E02006678,51.379700,-2.130810,45300
Melksham South,E02006680,51.371399,-2.137520,43300
Melrose and Tweedbank Area,S02002301,55.599499,-2.731270,
Meltham,E02002325,53.592999,-1.850190,42200
"Melton Constable, Briston & Little Snoring",E02005577,52.849899,1.004940,41500
Melton Mowbray North,E02005392,52.771198,-0.875536,44800
Melton Mowbray South,E02005395,52.758499,-0.883592,39100
Melton Mowbray West,E02005394,52.764500,-0.896516,38600
Menston & Burley Moor,E02002187,53.893501,-1.743530,62800
Menstrie,S02001395,56.149899,-3.852140,
"Menwith, Beckwithshaw & Denton Moor",E02005778,53.974701,-1.669500,52700
Menzieshill,S02001471,56.467499,-3.038120,
Meols Cop,E02001434,53.643902,-2.979100,42200
Merchiston and Greenhill,S02001616,55.932800,-3.212570,
Mere & East Knoyle,E02006665,51.087601,-2.234240,44600
"Meriden, Hampton-in-Arden & Temple Balsall",E02002097,52.414101,-1.670710,50800
Merley,E02003194,50.782902,-1.970340,57500
Merryhill South,E02002176,52.567299,-2.173320,37700
Merrylee and Braidbar,S02001572,55.806099,-4.287500,
Merrylee and Millbrae,S02001877,55.818699,-4.273370,
Merryton and Meadowhill,S02002372,55.744900,-3.973620,
Merseybank & Barlow Moor,E02001086,53.423199,-2.258250,47400
Merstham,E02006382,51.259399,-0.143671,58100
"Merthyr Vale, Troed-y-rhiw & Bedlinog",W02000288,51.702099,-3.339120,33500
Merton Church Road & Phipps Bridge,E02000700,51.410599,-0.183008,51400
Merton Park,E02000703,51.408001,-0.202485,73000
Merton Road,E02000947,51.444698,-0.198910,88100
Messingham & Scawby,E02002769,53.531601,-0.620835,44800
Metchley,E02001913,52.452099,-1.950380,40000
"Metheringham, Nocton & Potterhanworth",E02005457,53.169601,-0.420558,41200
Methil East,S02001816,56.188900,-3.012960,
Methil Methilhill,S02001814,56.188599,-3.034870,
Methil West,S02001815,56.184601,-3.018560,
Methley,E02002432,53.741501,-1.393890,42200
Mevagissey & Polgooth,E02003964,50.288101,-4.815800,42500
Mexborough East,E02001568,53.496799,-1.273570,31800
Mexborough West,E02001569,53.496899,-1.292520,28200
Micklefield,E02003709,51.627998,-0.715476,48800
Mickleover North,E02002810,52.914501,-1.542260,47100
Mickleover South,E02002814,52.903599,-1.540610,46200
Mid Argyll,S02001375,56.153301,-5.301070,
Mid Calder and Kirknewton,S02002484,55.883099,-3.464800,
Mid Nithsdale,S02001421,55.157101,-3.663060,
Mid Saltash,E02003899,50.409401,-4.229080,37800
Mid Worle,E02003080,51.359001,-2.925170,38700
Middlemoor & Sowton,E02004159,50.717602,-3.477620,56800
Middlemore,E02001862,52.507301,-1.950710,35500
Middlepark & Horn Park,E02000341,51.446800,0.034927,46500
Middlesbrough Central,E02002496,54.575001,-1.233590,24900
Middleton & Hurworth,E02002573,54.502998,-1.492580,48600
Middleton Cheney & Chipping Warden,E02005686,52.105202,-1.257550,47800
Middleton Circle,E02000840,51.386002,-0.171433,45700
Middleton East,E02001154,53.549500,-2.179580,36000
Middleton Junction,E02001112,53.542999,-2.162730,49500
Middleton Park Avenue,E02002430,53.745602,-1.549640,29100
Middleton Town & Rhodes,E02001155,53.548698,-2.201370,36300
Middleton Town Street,E02002428,53.749500,-1.533470,39800
Middleton-on-Sea,E02006554,50.795502,-0.618556,40000
Middlewich East,E02003814,53.184799,-2.438980,46200
Middlewich West,E02003813,53.190701,-2.449980,43600
Midhurst & Cocking,E02006564,50.983200,-0.740653,45000
Midsomer Norton North,E02003009,51.290298,-2.481920,45500
Midsomer Norton Redfield,E02003011,51.281200,-2.488600,43700
Midstocket,S02001245,57.151199,-2.135680,
"Milborne, Winterborne & Okeford Fitzpaine",E02004262,50.834999,-2.288120,49400
Mildenhall,E02006241,52.347900,0.513109,42100
Mile Cross,E02005585,52.647301,1.276880,37400
Mile End & Braiswick,E02004509,51.912102,0.894525,59500
Mile End East & Burdett Estate,E02000877,51.520199,-0.029053,52000
Mile End West,E02000873,51.525398,-0.042673,51600
Mile Oak,E02003495,50.850800,-0.223254,46800
Milford & Lymington South,E02004801,50.735298,-1.579090,49800
Milford Haven East,W02000135,51.716702,-5.028010,33200
Milford Haven West,W02000137,51.714298,-5.045680,33500
"Mill End, Heronsgate & Maple Cross",E02004964,51.628700,-0.504451,52300
Mill Hill Broadway,E02000044,51.611500,-0.254678,53900
Mill Hill East,E02000040,51.614399,-0.218468,59500
Mill Hill Park,E02000039,51.615398,-0.241894,65200
"Mill Hill, Upper Deal & Northbourne",E02005045,51.220699,1.368660,40000
Millbank,E02000980,51.492100,-0.131753,59300
Millbay & Stonehouse,E02003150,50.369701,-4.154020,37000
Millfield,E02001801,54.906300,-1.406990,31900
Millfield & Bourges Boulevard,E02003246,52.592499,-0.260172,38400
Millland & South Harting,E02006563,50.999298,-0.833031,57400
Millom & Duddon Valley,E02004007,54.239300,-3.298690,35400
Millwall North,E02006853,51.497700,-0.021440,52900
Millwall South,E02000894,51.490101,-0.020957,80100
Milnathort and Crook of Devon,S02002221,56.219002,-3.464250,
Milnrow East & Newhey,E02001145,53.607399,-2.100130,43200
Milnrow West,E02001144,53.609299,-2.116470,37500
Milnwood,S02002161,55.815201,-4.005800,
Milton,E02003540,50.796398,-1.055230,44200
Milton & Chalk,E02005057,51.439602,0.379761,54600
Milton East,S02001944,55.899300,-4.244880,
Milton of Campsie,S02001532,55.962299,-4.160490,
Milton West,S02001943,55.895802,-4.258920,
"Milton, Fen Ditton & Quy",E02003781,52.236099,0.164976,58400
Minchinhampton & Amberley,E02004660,51.710602,-2.201780,51600
Mincinglake & Beacon Heath,E02004150,50.737598,-3.504520,42100
Minehead Outer & Porlock,E02006114,51.204201,-3.535550,39300
Minehead Town,E02006113,51.204800,-3.476920,38400
Minster & St-Nicholas-at-Wade,E02005145,51.347198,1.319080,41100
Minster North,E02005117,51.426300,0.800945,39000
Minster South,E02005118,51.417801,0.790320,43600
Mintlaw,S02001331,57.522999,-2.005450,
Minworth,E02001847,52.531799,-1.789130,47300
"Mirehouse, Kells & Woodhouse",E02004004,54.530899,-3.586250,34200
Mirfield Central & Hopton,E02002296,53.673100,-1.695750,41500
Mitcham East,E02000701,51.409302,-0.159747,55000
Mitcham South,E02000710,51.396099,-0.171240,50200
Mitcham West,E02000706,51.405399,-0.173335,49300
"Mitcheldean, Drybrook & Ruardean",E02004628,51.859600,-2.508900,41500
Mixenden,E02002245,53.754398,-1.903090,29000
"Mobberley, Plumley & High Legh",E02003859,53.318001,-2.370780,50600
Moffat,S02001437,55.319901,-3.438710,
Mold,W02000073,53.166801,-3.143440,38500
Moldgreen & Ravensknowle Park,E02002310,53.641602,-1.748130,33300
Molescroft,E02002699,53.852402,-0.436054,55300
Moncrieffe and Friarton,S02002230,56.381302,-3.432710,
Monifieth East,S02001347,56.484501,-2.818890,
Monifieth West,S02001346,56.479599,-2.833730,
Monikie,S02001345,56.509899,-2.811420,
Monk Bretton,E02001517,53.566101,-1.454250,36200
Monks Orchard,E02000211,51.383301,-0.047023,61700
Monks Park,E02003015,51.494701,-2.590870,50800
"Monks Road, St Giles & Greetwell",E02005445,53.234402,-0.522561,35900
Monkseaton,E02001746,55.038601,-1.461460,42000
Monkspath North,E02002104,52.399899,-1.783040,63800
Monkspath South,E02002107,52.389500,-1.791480,61000
Monkwearmouth,E02001796,54.918400,-1.375980,35500
Monkwick,E02004523,51.866798,0.904384,44400
Monmouth & Wyesham,W02000339,51.813400,-2.715840,38600
"Montgomery, Trewern & Berriew",W02000101,52.611698,-3.144090,40300
Montrose Avenue,E02003267,51.896000,-0.431767,42900
Montrose North,S02001358,56.721600,-2.467550,
Montrose South,S02001357,56.710602,-2.465630,
Moodiesburn East,S02002197,55.915401,-4.077270,
Moodiesburn West,S02002196,55.911999,-4.087970,
Moor Allerton,E02002347,53.849998,-1.547610,37200
Moor Green & Cannon Hill,E02001914,52.449799,-1.898830,47500
Moor Park,E02005263,53.770500,-2.701070,33700
Moor Park & Batchworth,E02004966,51.627899,-0.433185,83500
Moordown,E02003177,50.755901,-1.871900,52700
Moorends,E02001539,53.627499,-0.950805,31000
Moorlands & Greaves,E02005235,54.041401,-2.792780,38200
Moorside & Sholver,E02001104,53.564499,-2.075980,41200
Moorthorpe,E02002480,53.596600,-1.301070,32500
Moortown,E02002352,53.842300,-1.532450,55900
"Morchard Bishop, Copplestone & Newton St Cyres",E02004173,50.820099,-3.675940,47800
Morden Central,E02000711,51.398399,-0.193156,52400
Morecambe South West,E02005228,54.063000,-2.874410,34700
Morecambe Town,E02005226,54.071701,-2.864090,30200
Morecambe West End,E02005229,54.063000,-2.883500,30900
Morecambe Westgate,E02005230,54.061100,-2.853010,31400
Moredon,E02003217,51.584301,-1.808960,43500
Moredun and Craigour,S02001605,55.914101,-3.140150,
Moreton & Stow-on-the-Wold,E02004616,51.966301,-1.702710,48100
Moreton Hall,E02006277,52.243801,0.749900,55900
Moreton West,E02001478,53.401299,-3.113680,35800
"Moretonhampstead, Lustleigh & East Dartmoor",E02004203,50.634300,-3.733890,47400
Morley Bruntcliffe & Woodkirk,E02002435,53.735199,-1.604000,45100
Morley Central,E02002433,53.743000,-1.599980,37000
Morley East,E02002431,53.744202,-1.586760,41900
Morley North & Gildersome East,E02002424,53.754902,-1.615630,43200
Morningside,S02001615,55.927898,-3.207090,
Morningside and Craighouse,S02001594,55.923302,-3.218150,
Morpeth Central & East,E02005723,55.166500,-1.689120,36000
Morpeth North & Pegswood,E02005721,55.180801,-1.662340,43800
Morpeth South & West,E02005724,55.158401,-1.691570,57700
Morriston North,W02000170,51.680698,-3.923370,40300
Morriston South,W02000175,51.663601,-3.926810,36000
Mortimer & Aldermaston Wharf,E02003388,51.384102,-1.065810,59300
Mortlake & South Barnes,E02000786,51.469200,-0.260414,75300
Morton & Billingborough,E02005483,52.853802,-0.363416,42400
"Morton, Blyton & Scotter",E02005493,53.453499,-0.723375,41000
Mortonhall and Anwickhill,S02001601,55.903301,-3.169470,
Mosborough & Halfway,E02006803,53.324902,-1.359570,47900
Moseley,E02001919,52.444302,-1.873810,43100
Moseley Village,E02001918,52.446499,-1.887920,44700
Moss Bank,E02001409,53.472500,-2.727710,36300
Moss Side,E02005300,53.694698,-2.731770,45900
Moss Side West,E02001068,53.455700,-2.247560,29300
Mosscroft & Bakers Green,E02001337,53.419300,-2.829830,38000
Mossley,E02001229,53.518101,-2.039500,41800
Mossley Hill East,E02001395,53.379902,-2.913530,52700
Mossley Hill West & Sefton Park,E02001394,53.381802,-2.939040,40200
Mossneuk and Newlandsmuir,S02002428,55.748001,-4.221200,
Mosspark,S02001858,55.840302,-4.327810,
Mosspit & Silkmore Lane,E02006203,52.785099,-2.108850,40000
"Mosstodloch, Portgordon and seaward",S02002080,57.654800,-3.057010,
Moston West,E02001051,53.513000,-2.195780,34300
Mostyn & Holway,W02000059,53.287300,-3.254620,38500
Mote Park,E02005077,51.260101,0.542365,50200
Motherwell North,S02002158,55.798100,-4.010370,
Motherwell South,S02002155,55.791500,-3.991280,
Motherwell West,S02002157,55.792599,-4.008520,
Motspur Park,E02000612,51.386600,-0.250537,65500
